host_id,host_name,host_response_rate,host_listings_count,host_total_listings_count
1134989,Óscar,100%,5.0,5.0
1020814,Kersten,Desconocido,0.0,0.0
2613319,David,100%,1.0,1.0
447969,Javier,Desconocido,1.0,1.0
2638528,Miguel,Desconocido,2.0,2.0
2659070,Ana,100%,2.0,2.0
2661721,Tony,Desconocido,1.0,1.0
1284868,Rocio,100%,2.0,2.0
2680319,Paula,Desconocido,2.0,2.0
2673517,Sylvia,100%,1.0,1.0
2713304,Belén,100%,1.0,1.0
2779192,Wanda,100%,1.0,1.0
2785251,Susana,100%,2.0,2.0
2795931,Pilar,Desconocido,1.0,1.0
2347489,Jeanet,60%,4.0,4.0
1689652,Alfredo,Desconocido,1.0,1.0
2312712,Pilar,100%,1.0,1.0
2847013,Santiago,100%,5.0,5.0
2902269,Ane,Desconocido,1.0,1.0
2267893,Ana,100%,1.0,1.0
2913511,Amparo,100%,2.0,2.0
2940355,Teresa,100%,1.0,1.0
2678039,Miguel,100%,1.0,1.0
1567773,Lara,0%,1.0,1.0
2214378,Noemí,100%,1.0,1.0
2990747,Raúl,100%,1.0,1.0
2993477,Luna,90%,3.0,3.0
2783896,Ivaylo,100%,3.0,3.0
3010452,Aurora,Desconocido,1.0,1.0
3017315,Cristina,100%,5.0,5.0
2174652,María,Desconocido,1.0,1.0
3053021,Sonia,Desconocido,1.0,1.0
2773350,Ainhoa,Desconocido,1.0,1.0
3121587,Pullover,92%,4.0,4.0
3141727,Esther,Desconocido,0.0,0.0
3290138,Juan Jesus,100%,2.0,2.0
3226403,Lili,100%,3.0,3.0
3329487,Nicolás,100%,2.0,2.0
3352121,Fran&Joni,Desconocido,1.0,1.0
3385307,Iguacel,67%,2.0,2.0
3317937,Félix,100%,2.0,2.0
9228673,Home At Homes,99%,63.0,63.0
3487329,KMitocondria,Desconocido,1.0,1.0
1941314,Xavier,Desconocido,2.0,2.0
3494012,Farah Maria,98%,4.0,4.0
3357259,Mercedes,Desconocido,1.0,1.0
655088,Elsa,100%,3.0,3.0
3540348,Román,100%,10.0,10.0
3021792,Jose,100%,1.0,1.0
3571619,Fernando,Desconocido,1.0,1.0
3606346,José,100%,4.0,4.0
3648882,Luz,100%,1.0,1.0
3654886,Sara,100%,3.0,3.0
3691303,Paloma,100%,1.0,1.0
3698406,Arman,100%,1.0,1.0
1954334,Mike,100%,1.0,1.0
3724500,Lucrecia,100%,0.0,0.0
2555202,Norah,100%,1.0,1.0
3746437,Nuria,100%,21.0,21.0
498646,Irma,100%,12.0,12.0
1566057,Angel L.,100%,1.0,1.0
3797913,Rocio,100%,0.0,0.0
3821608,Charo,100%,0.0,0.0
3825783,Elisa,50%,0.0,0.0
3771869,Alix,100%,2.0,2.0
1735664,Enrique,63%,0.0,0.0
3591751,Fernando,100%,2.0,2.0
1625657,Matias,100%,4.0,4.0
124972,Luisa,100%,6.0,6.0
3951702,Juan Antonio,Desconocido,1.0,1.0
3898452,Consuelo,100%,2.0,2.0
216570,Miguel,100%,1.0,1.0
3438657,Áureo,Desconocido,2.0,2.0
3960415,Cristina,Desconocido,1.0,1.0
3961468,Domingo,100%,1.0,1.0
3983613,Raul,100%,6.0,6.0
4008643,Antonio : Smart Apartments Madrid,100%,4.0,4.0
4012305,Compostela,100%,1.0,1.0
4012290,Alberto,100%,2.0,2.0
4032439,Maria,100%,1.0,1.0
4036376,Ana,100%,3.0,3.0
4053105,Begoña,100%,1.0,1.0
2695144,May,100%,1.0,1.0
4083688,Mari Paz,92%,8.0,8.0
4083766,Sonia,Desconocido,2.0,2.0
4112877,Susa,100%,2.0,2.0
4068975,Alvaro,Desconocido,1.0,1.0
2057313,Abdul,88%,0.0,0.0
4118311,Esther,100%,1.0,1.0
23603298,HeimaHomes,100%,22.0,22.0
4181071,Jorge,Desconocido,1.0,1.0
4192385,Renata,67%,0.0,0.0
4198169,Willem,100%,1.0,1.0
4235741,Carlos,Desconocido,3.0,3.0
4277536,Andrea Y Daniel,100%,0.0,0.0
4159117,Raquel,Desconocido,1.0,1.0
4280501,Mariano,100%,2.0,2.0
4281126,Carmen,100%,4.0,4.0
4286142,Juan Y Ricardo,100%,4.0,4.0
4292037,Miguel,100%,5.0,5.0
4295642,Luisa,90%,2.0,2.0
4356259,Rocío,Desconocido,1.0,1.0
4365768,Vicente,100%,1.0,1.0
4190662,Victoria,100%,1.0,1.0
153391,Fernando,100%,1.0,1.0
4279976,María,Desconocido,1.0,1.0
4396676,Vale,100%,3.0,3.0
4410687,Luis Manuel,75%,1.0,1.0
2489796,Ernesto,100%,1.0,1.0
4424222,Francisco,100%,5.0,5.0
4424070,Fermín,Desconocido,1.0,1.0
4247556,Julio,75%,1.0,1.0
4522970,José,100%,1.0,1.0
3631892,Juan Carlos,100%,1.0,1.0
4582755,Miriam,Desconocido,3.0,3.0
4504807,Nicasio,100%,1.0,1.0
4603165,Prado,100%,1.0,1.0
4617027,Rosa,100%,1.0,1.0
4677458,Miguel,Desconocido,0.0,0.0
4684397,Alex,Desconocido,1.0,1.0
4697070,Hortensia,Desconocido,1.0,1.0
4710774,María,100%,12.0,12.0
4739098,Inma,Desconocido,1.0,1.0
4735460,Carmen,100%,18.0,18.0
4777959,Verónica,100%,4.0,4.0
4781287,Maria Elena,100%,2.0,2.0
1331093,Hector Miguel,100%,2.0,2.0
4826927,Estela,Desconocido,1.0,1.0
4831338,Angel,100%,2.0,2.0
4839888,Alicia,98%,23.0,23.0
4860266,Teresa,100%,1.0,1.0
4903694,Henar,Desconocido,3.0,3.0
4905854,Josefa,100%,1.0,1.0
4651429,Rosana,100%,2.0,2.0
1574604,Jorge & Angelina,100%,1.0,1.0
4967875,Jacqueline  - Apartamentos,100%,10.0,10.0
4975799,Kristian,100%,12.0,12.0
4977367,Maria Jose,97%,3.0,3.0
2864064,Oscar Vanessa Mica,100%,19.0,19.0
153695733,M. Guadalupe,Desconocido,2.0,2.0
5084073,Marcelo,100%,3.0,3.0
5211661,Isabel,100%,1.0,1.0
5234573,Eva,100%,4.0,4.0
6363695,Jenifer,100%,2.0,2.0
5360317,Leyla,Desconocido,1.0,1.0
534128,Mad,86%,0.0,0.0
5386426,Rosario,100%,0.0,0.0
5386601,Óscar,100%,1.0,1.0
5389129,David,100%,1.0,1.0
3585435,Nuria,Desconocido,1.0,1.0
5542111,Apartamentos Gran Via,100%,59.0,59.0
5561312,Lucía,100%,1.0,1.0
5606144,Alejandra,17%,1.0,1.0
5649948,Rafaela,Desconocido,2.0,2.0
5712665,Myriam,Desconocido,1.0,1.0
5719307,Maximo,100%,5.0,5.0
5722524,Maria,Desconocido,1.0,1.0
5751753,Masia,Desconocido,1.0,1.0
5785483,Rob & Lola Relaix,100%,4.0,4.0
5795235,Elise,100%,5.0,5.0
5798033,Federico,100%,1.0,1.0
5801580,Cono,100%,1.0,1.0
5814460,Antonia,33%,1.0,1.0
5824815,Soledad,100%,1.0,1.0
5831420,Miguel,0%,1.0,1.0
5735364,Oscar,Desconocido,1.0,1.0
5876034,Jose,100%,2.0,2.0
5896428,Helena,Desconocido,1.0,1.0
5918751,Miguel Ángel,Desconocido,3.0,3.0
5950981,Raúl,100%,6.0,6.0
2228918,Martin,100%,1.0,1.0
3612732,Eugenia,Desconocido,0.0,0.0
993166,Joan,80%,4.0,4.0
6072314,Angeles,63%,8.0,8.0
6075016,Antonio,100%,2.0,2.0
6104199,José,100%,3.0,3.0
6112385,Daniel,Desconocido,1.0,1.0
6152491,Silmara,100%,1.0,1.0
6191568,Maria,100%,2.0,2.0
1450378,Alfredo,100%,5.0,5.0
641820,Felipe,Desconocido,1.0,1.0
6284655,Beatriz,67%,1.0,1.0
897250,Sabela,82%,0.0,0.0
4599639,The Sharing,88%,37.0,37.0
1706029,David,82%,2.0,2.0
6436336,Luis,100%,1.0,1.0
6443996,Carmen,100%,1.0,1.0
6466920,Rosa,100%,1.0,1.0
6490189,Patrick,Desconocido,1.0,1.0
4790263,Tania,100%,1.0,1.0
3331390,Balta,100%,1.0,1.0
4440463,Eva,Desconocido,1.0,1.0
6566447,Marga Casanova,87%,4.0,4.0
6693661,Paola,100%,2.0,2.0
6818751,Conrado,Desconocido,3.0,3.0
6832983,Youlia,Desconocido,1.0,1.0
6730063,Sara,100%,1.0,1.0
2067969,Marta,100%,1.0,1.0
6844474,Maria Clara,100%,2.0,2.0
6928584,Rocio,Desconocido,1.0,1.0
2833018,Angel G,100%,2.0,2.0
4003806,Jose Manuel,90%,1.0,1.0
6871745,Mar,Desconocido,2.0,2.0
142989,Octavio,100%,1.0,1.0
7049661,Marina,Desconocido,1.0,1.0
4190343,Ramon,100%,22.0,22.0
7062138,Mercedes Y Enrique,100%,1.0,1.0
7117225,Jorge,100%,1.0,1.0
3747785,Christian,Desconocido,0.0,0.0
7153063,David,100%,1.0,1.0
7170175,Andres,100%,5.0,5.0
7201628,Fidel,Desconocido,1.0,1.0
7218465,Jesus Y Amaia,100%,3.0,3.0
1470394,Lola,100%,3.0,3.0
5919800,Monica,100%,1.0,1.0
7033920,Inma,100%,1.0,1.0
7249376,Rosanna,88%,2.0,2.0
7306349,Mauricio,100%,2.0,2.0
7394119,Alberto,100%,1.0,1.0
7375454,Nuria,100%,5.0,5.0
7420783,Patricia,100%,1.0,1.0
7539510,Rafael,100%,1.0,1.0
7552386,Eduardo,Desconocido,1.0,1.0
7595958,Sol,100%,3.0,3.0
5633658,Sergio,100%,1.0,1.0
7688231,Rosa,100%,1.0,1.0
7448200,David,100%,1.0,1.0
5500409,Marta,100%,31.0,31.0
6019735,Belén,Desconocido,1.0,1.0
7828783,Elizabeth,100%,1.0,1.0
4469781,Carlos,100%,1.0,1.0
6944433,Fernando,Desconocido,2.0,2.0
7652350,Gerardo,100%,2.0,2.0
6895308,Pastora,Desconocido,1.0,1.0
7943769,Javier,Desconocido,1.0,1.0
8125749,Cayetana,93%,2.0,2.0
8130428,Carmelo,100%,6.0,6.0
8158807,Olga,100%,1.0,1.0
8231348,Krishna,100%,1.0,1.0
8345477,Fernando,100%,1.0,1.0
6816328,Omar,100%,1.0,1.0
8449261,KateM,100%,2.0,2.0
4043145,Iñigo,0%,1.0,1.0
8508444,Ana,100%,1.0,1.0
1666293,Sandy,100%,2.0,2.0
8532170,Maurizio,94%,1.0,1.0
5790036,Gabrielle,Desconocido,1.0,1.0
1973600,Paloma,Desconocido,2.0,2.0
8577935,Pablo,100%,1.0,1.0
8607668,Raquel,100%,1.0,1.0
8631882,Proarquinsa,100%,5.0,5.0
8647044,Carmen,94%,7.0,7.0
8664077,Esteban,Desconocido,1.0,1.0
8705535,Marta,100%,5.0,5.0
8719029,Jacques,100%,1.0,1.0
1766434,Guiomar,86%,1.0,1.0
8807899,Laura,80%,1.0,1.0
8814428,Amadeo,100%,3.0,3.0
8608997,Jana,90%,1.0,1.0
8901422,Valentina,100%,2.0,2.0
8933508,Pablo,100%,2.0,2.0
3441921,Noemy,100%,0.0,0.0
4231218,Alberto,100%,5.0,5.0
9137401,Rafael,100%,1.0,1.0
9172209,Alberto,100%,1.0,1.0
9210324,Álvaro,100%,1.0,1.0
9243583,Ricardo,Desconocido,4.0,4.0
9277975,Raul,100%,3.0,3.0
9290112,Alberto,88%,1.0,1.0
9305378,Carolina,Desconocido,0.0,0.0
7129474,Aranzazu,67%,2.0,2.0
6915283,Joao,Desconocido,1.0,1.0
9525646,Paz,100%,1.0,1.0
9570589,Ana,100%,2.0,2.0
2519411,Paulina,100%,1.0,1.0
1364024,Pedro,100%,1.0,1.0
9696587,Gisela,100%,2.0,2.0
9699624,Bruno,90%,4.0,4.0
8276432,Rutilio Adolfo,100%,21.0,21.0
9800520,Macarena,100%,2.0,2.0
9872400,Marta,30%,1.0,1.0
1985408,Cristina,86%,7.0,7.0
9278712,Leticia,Desconocido,1.0,1.0
5149901,Oihane,100%,2.0,2.0
1784424,Ignacio,100%,2.0,2.0
10189139,Benito,100%,1.0,1.0
7489861,Inge,100%,1.0,1.0
10346363,Claudia,Desconocido,1.0,1.0
10402340,Eduardo,Desconocido,1.0,1.0
2444553,Apartamentos Mayor Centro S.L.,0%,5.0,5.0
10516522,Marco,100%,2.0,2.0
6979632,Lara,Desconocido,1.0,1.0
2750053,Alberto,57%,1.0,1.0
762655,Jesus,100%,2.0,2.0
3048290,Antonio,100%,17.0,17.0
10561681,New Place,80%,7.0,7.0
8447678,Esther,100%,2.0,2.0
10654623,Javier,100%,5.0,5.0
10671073,Francisco,0%,3.0,3.0
2425848,Jose And Sindre,100%,4.0,4.0
927713,Elizabeth,93%,9.0,9.0
10863262,Silvia,100%,1.0,1.0
11116174,Guillermo,100%,0.0,0.0
11146984,Virginia,100%,1.0,1.0
2662680,Mario Y Noelia,100%,8.0,8.0
11179787,Mónica,Desconocido,1.0,1.0
11262144,Alejandro,100%,2.0,2.0
11262545,Luis Miguel,100%,1.0,1.0
11340614,Pedro,100%,3.0,3.0
11479457,Rosa,100%,2.0,2.0
11385250,Montse,100%,3.0,3.0
11650026,Ana,100%,9.0,9.0
1843216,Guillermo,100%,3.0,3.0
11667662,Orlando,Desconocido,1.0,1.0
8584829,Sira,87%,5.0,5.0
8515277,Jesús,100%,3.0,3.0
10037966,Paz,Desconocido,1.0,1.0
4615520,Mahdrid Apartments,100%,29.0,29.0
11942663,Antonio,Desconocido,1.0,1.0
11964814,Yolanda,25%,1.0,1.0
9805902,Brenda,Desconocido,1.0,1.0
2933277,Jero,Desconocido,1.0,1.0
12027564,Begoña,100%,12.0,12.0
3317185,Victor,100%,1.0,1.0
12077356,Juan Ramón,90%,1.0,1.0
12142565,Robin,100%,1.0,1.0
12183135,Angel Luis,100%,1.0,1.0
10233660,Wilmer,100%,0.0,0.0
12641432,Joseph,100%,1.0,1.0
12698367,Nader,96%,4.0,4.0
12202578,Fernando,Desconocido,1.0,1.0
11824804,Raquel,Desconocido,2.0,2.0
5973354,Sandra,100%,1.0,1.0
10569881,Susana,100%,1.0,1.0
12791313,Isabel,Desconocido,1.0,1.0
12691164,Vereniz,100%,1.0,1.0
12904592,Pedro Enrique,80%,2.0,2.0
13054728,Gregoire,100%,2.0,2.0
13061442,Miguel,0%,1.0,1.0
845407,Esther,69%,2.0,2.0
13250761,Sally,Desconocido,3.0,3.0
3524291,Luis,96%,6.0,6.0
13340216,Rocío,100%,2.0,2.0
9757922,Maria,100%,6.0,6.0
13440901,Jose Antonio,Desconocido,1.0,1.0
13523635,Aitor,Desconocido,3.0,3.0
13569734,Soraya,98%,5.0,5.0
1156753,Luis,100%,2.0,2.0
13686767,Javier,Desconocido,1.0,1.0
13689103,Eva,100%,1.0,1.0
13742566,Pablo,100%,4.0,4.0
13751801,Lourdes,100%,1.0,1.0
13591712,Taera Y Juanjo,Desconocido,1.0,1.0
13808615,Alfredo,100%,2.0,2.0
14001302,Santiago,Desconocido,0.0,0.0
14011262,Juan,100%,1.0,1.0
14088245,Thomas,100%,2.0,2.0
13612054,Maribel,100%,2.0,2.0
11342272,Paloma,100%,1.0,1.0
7880786,Juan Pablo,100%,1.0,1.0
4416684,Gonzalo,100%,2.0,2.0
132052,Mónica,100%,2.0,2.0
14600316,Elisa,100%,1.0,1.0
14629836,Edu,100%,20.0,20.0
14782097,Monica,Desconocido,0.0,0.0
14896086,Hendrix,100%,2.0,2.0
15081813,Maite,Desconocido,1.0,1.0
9324929,Israel,100%,2.0,2.0
15132401,Mercedes,70%,3.0,3.0
2615199,Santiago,Desconocido,1.0,1.0
15904655,Alejandra,100%,2.0,2.0
2685375,Marre,Desconocido,0.0,0.0
4313498,Daniel,100%,2.0,2.0
15381133,Silvia,Desconocido,1.0,1.0
15425240,Ignacio,Desconocido,2.0,2.0
15470259,Lola,Desconocido,1.0,1.0
15482957,Federico,40%,2.0,2.0
15556828,Gediser,100%,6.0,6.0
15519226,Antonio,Desconocido,1.0,1.0
15605156,Federico,Desconocido,3.0,3.0
15731417,Nuria,Desconocido,1.0,1.0
15163158,Carmen,100%,1.0,1.0
15796375,Jacqueline,Desconocido,2.0,2.0
15819629,Pablo,0%,1.0,1.0
15328893,Alessandra,100%,3.0,3.0
15960490,María José,90%,1.0,1.0
15992732,"María Carmen,Sonia Y  Manuel",100%,1.0,1.0
2711109,Yolanda ... /Alrezkate S.L.U,95%,19.0,19.0
4936824,Hamza,100%,0.0,0.0
16196357,M.Carmen,Desconocido,1.0,1.0
16234034,Risto,100%,1.0,1.0
15559851,Kat,Desconocido,1.0,1.0
15267292,Alfonso,Desconocido,1.0,1.0
16317765,Jose Ignacio,Desconocido,2.0,2.0
15520459,Luis Carlos,Desconocido,2.0,2.0
133565,Virtudes,Desconocido,3.0,3.0
16463761,Gemma,100%,2.0,2.0
16509221,Carlos,92%,4.0,4.0
3374080,Claudia Y Eloisa,100%,0.0,0.0
15459232,Pilar,90%,1.0,1.0
16457137,Raúl,100%,2.0,2.0
16698769,Miguel Angel,100%,2.0,2.0
2136244,Fermin,Desconocido,3.0,3.0
16424237,Angel,100%,2.0,2.0
2242135,Emilio,100%,4.0,4.0
16579334,Felipe,100%,3.0,3.0
8282386,Pablo,100%,3.0,3.0
3945807,Javier,100%,2.0,2.0
16696852,Irene,Desconocido,1.0,1.0
15292472,Mx1955 Sl,100%,1.0,1.0
2546805,Lulú,Desconocido,1.0,1.0
5637876,Livia,100%,2.0,2.0
17066096,Belén,Desconocido,1.0,1.0
6976114,Ana,Desconocido,1.0,1.0
4794809,David,100%,2.0,2.0
16958375,Sylvia,100%,2.0,2.0
17237438,Manuel,100%,1.0,1.0
15604118,Johnny Alberto,100%,1.0,1.0
17279710,Blanca,100%,2.0,2.0
17282045,Martina,100%,1.0,1.0
901541,P.Maria,100%,1.0,1.0
17371009,Miguel,100%,3.0,3.0
17395577,Graziella,100%,3.0,3.0
17418454,Celeste,Desconocido,1.0,1.0
84195306,Mª Victoria,Desconocido,7.0,7.0
17515542,Emilio-Abel,100%,4.0,4.0
17526190,Rolando,100%,1.0,1.0
12955322,Ariel,Desconocido,4.0,4.0
17613548,Alberto,100%,0.0,0.0
15299751,Tina,100%,1.0,1.0
17629731,Begona,100%,2.0,2.0
14032635,Carlos,90%,36.0,36.0
17701468,Vega,100%,2.0,2.0
17707970,Carlos Alberto,100%,3.0,3.0
14077633,David,100%,3.0,3.0
17776276,Jorge,Desconocido,1.0,1.0
13452314,Margarita,70%,0.0,0.0
17866170,Danny,Desconocido,1.0,1.0
8894761,Luz,Desconocido,1.0,1.0
18034966,Maria Luisa,27%,2.0,2.0
12381498,Cristina,81%,2.0,2.0
18081659,Teresa,100%,1.0,1.0
18091849,Susana,Desconocido,1.0,1.0
3604783,Isabel Clara,50%,1.0,1.0
7500680,Jessica,Desconocido,1.0,1.0
18134739,Angel,89%,2.0,2.0
8286954,Gilad,100%,1.0,1.0
18177812,Asier,Desconocido,1.0,1.0
13498357,Marta,100%,2.0,2.0
18206447,Salva,Desconocido,1.0,1.0
2030526,Stefano,Desconocido,2.0,2.0
18195065,Delmar,100%,1.0,1.0
18382341,Jose Carlos,Desconocido,1.0,1.0
18397812,Rafael,Desconocido,1.0,1.0
17556638,Maria Jesús & Jorge,98%,7.0,7.0
18487884,Carmen,100%,2.0,2.0
2378770,Javier,Desconocido,1.0,1.0
6508507,Ehsan,0%,1.0,1.0
10843382,Marta,Desconocido,1.0,1.0
6205683,Mercedes&Chris,100%,2.0,2.0
18717127,Jose Pablo,100%,6.0,6.0
18750162,Tsvetana,100%,2.0,2.0
18794911,Ines,100%,3.0,3.0
18813903,Carolina,Desconocido,3.0,3.0
3039427,Antonio,90%,1.0,1.0
5883981,Mar,100%,2.0,2.0
2582956,Desconocido,Desconocido,18.774979513794044,18.774979513794044
19041254,Paola,70%,0.0,0.0
19067404,Vanesa,100%,3.0,3.0
17499500,Homeabout,96%,146.0,146.0
3233170,Antonio,100%,6.0,6.0
19222865,Monica,Desconocido,1.0,1.0
9261352,Mitch,Desconocido,1.0,1.0
19325449,Toni,Desconocido,1.0,1.0
19368877,Rosa,100%,1.0,1.0
4364415,Mercedes,90%,1.0,1.0
7198967,Lara,Desconocido,1.0,1.0
6552198,Azul,100%,1.0,1.0
7267067,Martin,100%,1.0,1.0
5012713,Janette,100%,10.0,10.0
19668718,Luz H,Desconocido,1.0,1.0
19687824,Maria Dolores,90%,2.0,2.0
19731154,Alfonso,100%,0.0,0.0
19734284,Lizbeth,Desconocido,8.0,8.0
19797023,Gabriel,Desconocido,1.0,1.0
19887379,Beatriz,Desconocido,1.0,1.0
16859206,Ursula,100%,7.0,7.0
20076123,Francisca,92%,3.0,3.0
2837886,Iñaki,100%,2.0,2.0
2067322,Irene Y Ciri,100%,1.0,1.0
20181187,Francisco & Christopher,100%,1.0,1.0
17902428,Julio,95%,2.0,2.0
8321213,Paula,100%,19.0,19.0
20311009,Viviana,100%,2.0,2.0
2116117,Valérie,80%,1.0,1.0
20195703,Malena,100%,2.0,2.0
11257176,Oscar & Ricardo,100%,2.0,2.0
14324611,Juan,100%,4.0,4.0
9629764,Antonio,Desconocido,1.0,1.0
20818139,Edu,Desconocido,3.0,3.0
20835508,Jonathan,25%,6.0,6.0
20936304,Yorka,100%,1.0,1.0
21014080,María L,Desconocido,1.0,1.0
547389,Eugenia,86%,12.0,12.0
8986611,Ana,100%,3.0,3.0
16225393,Jose Antonio,100%,2.0,2.0
20907323,Ruben,90%,6.0,6.0
21324816,Rosa,100%,1.0,1.0
20573345,Weiwei,50%,0.0,0.0
21318566,Pablo,100%,2.0,2.0
13643859,Álvaro,100%,2.0,2.0
9350319,Pepe,100%,3.0,3.0
9792381,Mario,Desconocido,1.0,1.0
7041630,Isabel,100%,3.0,3.0
12199712,Miguel,Desconocido,1.0,1.0
15784616,Norma,100%,3.0,3.0
5239042,Maribel & Jose,100%,20.0,20.0
21694316,Palos Y Adobe,100%,4.0,4.0
2036230,Miriam,Desconocido,1.0,1.0
16990153,Nury,100%,2.0,2.0
4672394,Emma,Desconocido,1.0,1.0
21435450,Cristina,100%,1.0,1.0
21792828,Juli,100%,2.0,2.0
21965811,Monica,Desconocido,1.0,1.0
15296672,Carlos,Desconocido,1.0,1.0
20310728,Pilar,100%,1.0,1.0
9392971,David,100%,7.0,7.0
12957874,Quim,Desconocido,1.0,1.0
2991925,Diego,100%,3.0,3.0
7164070,Xiomara,100%,1.0,1.0
8405202,Diana,100%,3.0,3.0
22529933,Carmen,100%,2.0,2.0
22097186,Carmen,Desconocido,1.0,1.0
22584451,Jesus,0%,1.0,1.0
22638646,Ana E Iñaki,Desconocido,2.0,2.0
22722667,Maryam,100%,1.0,1.0
22679983,Michael,100%,6.0,6.0
22810805,Emma,Desconocido,1.0,1.0
22374109,Meryem,100%,22.0,22.0
4023064,Lorenzo,100%,11.0,11.0
3219367,Luis,Desconocido,1.0,1.0
2486967,Miriam,100%,2.0,2.0
11369846,Victoria,100%,2.0,2.0
23081948,Laura,Desconocido,1.0,1.0
7246103,German,50%,0.0,0.0
6722806,Johann,Desconocido,2.0,2.0
23218041,Elsa,100%,2.0,2.0
23262474,Patricia,100%,2.0,2.0
23298612,Gertjan & Johan,100%,1.0,1.0
23004820,Tino,Desconocido,1.0,1.0
1693976,Daniel,100%,1.0,1.0
23563401,Juana Mari,100%,2.0,2.0
